Median_House_Value,Latitude,Longitude
69800,35.4,-119.47
104700,35.4,-119.42
96900,35.41,-119.12
88900,35.39,-119.11
94300,35.39,-119.12
149000,35.41,-119.19
157300,35.37,-119.2
121000,35.38,-119.12
82800,35.38,-119.11
146200,35.37,-119.12
110400,35.5,-119.18
37500,35.52,-119.28
65400,35.49,-119.27
78600,35.5,-119.26
61100,35.5,-119.27
95800,35.51,-119.27
65800,35.5,-119.28
58600,35.5,-119.28
52100,35.5,-119.27
64600,35.49,-119.38
58800,35.6,-119.34
125000,35.55,-119.36
63200,35.58,-119.35
71900,35.59,-119.34
59000,35.6,-119.34
60500,35.6,-119.33
71800,35.59,-119.35
54100,35.59,-119.33
47500,35.62,-119.69
80000,35.65,-119.77
156300,35.76,-119.14
59800,35.76,-119.29
83300,35.64,-119.19
58500,35.68,-119.24
55200,35.68,-119.22
54700,35.67,-119.24
59800,35.78,-119.25
56500,35.77,-119.25
57300,35.76,-119.25
52100,35.75,-119.25
62200,35.79,-119.25
69900,35.78,-119.25
67200,35.78,-119.23
62100,35.79,-119.23
67800,35.77,-119.24
72500,35.77,-119.23
68400,35.74,-119.23
84000,35.77,-119.23
216400,35.47,-118.92
82500,35.44,-119.01
204200,35.44,-118.93
92300,35.74,-118.31
67500,35.68,-118.06
96000,35.75,-118.44
81200,35.72,-118.47
101400,35.7,-118.5
90000,35.72,-118.59
94600,35.65,-118.87
59400,35.48,-118.23
72500,35.64,-118.33
96900,35.63,-118.41
75800,35.62,-118.45
68500,35.64,-118.47
67300,35.61,-118.48
69700,35.58,-118.45
78400,35.47,-118.61
55000,35.73,-117.73
42100,35.63,-117.66
72000,35.65,-117.67
81900,35.65,-117.68
87500,35.65,-117.69
109400,35.64,-117.7
95700,35.64,-117.68
115700,35.64,-117.67
63500,35.63,-117.67
105300,35.63,-117.68
109000,35.63,-117.69
71900,35.62,-117.7
84500,35.61,-117.68
102800,35.6,-117.68
70200,35.6,-117.7
52400,35.62,-117.68
83200,35.61,-117.64
85700,35.62,-117.66
87200,35.61,-117.66
91700,35.6,-117.66
101300,35.63,-117.76
142500,35.55,-117.68
54300,35.65,-117.81
91800,35.73,-117.87
98000,35.54,-117.84
81700,35.65,-117.74
50800,35.35,-117.84
86500,35.05,-118
71800,35.03,-117.82
275000,35.22,-117.76
137500,35.21,-117.79
68500,35.12,-118.01
81900,35.13,-117.98
104400,35.13,-117.95
141700,35.08,-117.95
84500,35.1,-117.98
87800,35.16,-117.99
91700,34.92,-118.27
130000,34.86,-118.34
54900,35.03,-117.68
64400,34.99,-117.68
39800,35,-117.65
83500,34.86,-118.15
87900,34.87,-118.17
111100,34.87,-118.19
83300,34.86,-118.17
73300,35.06,-118.15
68900,35.05,-118.16
83200,35.05,-118.19
56800,35.04,-118.15
136800,35.16,-118.51
162900,35.2,-118.66
79000,35.27,-118.34
115800,35.14,-118.48
137200,35.08,-118.61
120800,34.99,-118.61
94900,35.13,-118.46
85500,35.12,-118.46
99800,35.12,-118.43
80000,35.13,-118.44
67900,35.13,-118.44
82200,35.3,-118.91
94500,35.26,-118.95
81300,35.27,-118.83
106300,35.13,-118.92
68000,35.23,-118.85
53900,35.23,-118.82
53500,35.2,-118.83
57300,35.2,-118.82
51200,35.2,-118.85
61400,35.27,-118.91
54600,35.26,-118.9
63700,35.26,-118.92
45500,35.24,-118.91
75000,36.41,-119.69
94200,36.44,-119.57
126300,36.37,-119.55
103100,36.38,-119.69
1.00E+05,36.37,-119.78
101400,36.37,-119.83
83900,36.34,-119.87
106300,36.32,-119.93
75800,36.32,-119.79
92500,36.32,-119.77
126400,36.31,-119.78
69100,36.31,-119.77
72300,36.31,-119.79
62000,36.3,-119.77
66600,36.3,-119.78
93100,36.3,-119.79
104200,36.29,-119.79
87500,36.32,-119.82
112500,36.33,-119.78
100800,36.27,-119.78
107500,36.29,-119.8
56100,36.28,-119.81
112500,36.34,-119.72
52600,36.32,-119.72
43500,36.32,-119.7
60200,36.31,-119.73
62000,36.3,-119.7
118800,36.35,-119.67
148000,36.37,-119.65
107900,36.35,-119.65
85500,36.35,-119.65
91900,36.35,-119.66
97400,36.36,-119.64
90400,36.35,-119.64
90600,36.35,-119.63
80300,36.35,-119.62
70200,36.35,-119.64
71400,36.34,-119.63
67500,36.33,-119.63
61500,36.33,-119.61
61000,36.32,-119.63
59700,36.34,-119.66
67200,36.34,-119.65
76100,36.34,-119.65
56700,36.34,-119.64
51700,36.33,-119.64
59100,36.33,-119.65
53800,36.33,-119.65
120800,36.32,-119.68
81700,36.33,-119.67
92800,36.33,-119.66
58100,36.33,-119.66
56800,36.32,-119.66
54400,36.32,-119.68
60600,36.31,-119.68
70500,36.3,-119.66
50400,36.32,-119.65
43100,36.32,-119.64
53400,36.3,-119.65
50100,36.31,-119.64
46300,36.31,-119.61
97400,36.27,-119.57
94100,36.25,-119.69
1.00E+05,36.18,-119.63
50000,36.11,-119.59
53200,36.09,-119.57
46500,36.1,-119.58
43800,36.1,-119.56
50800,36.1,-119.56
64700,36.09,-119.56
52300,36.09,-119.56
42100,36.08,-119.56
61600,36.11,-119.58
54800,36.1,-119.57
68800,36.1,-119.57
60700,36.1,-119.57
61300,36.15,-119.74
137500,36.2,-119.9
52200,36.19,-119.82
1.00E+05,36.09,-119.99
47700,35.99,-119.96
225000,36.02,-119.8
60900,36.04,-120.14
48500,36.01,-120.12
43900,36,-120.14
56200,35.99,-120.12
71300,35.87,-120.13
62500,35.91,-120
73500,39.42,-122.89
98900,39.23,-122.9
72500,39.18,-122.91
68300,39.17,-122.91
73600,39.17,-122.9
106300,39.14,-122.88
92600,39.12,-123.07
137500,39.13,-122.95
71100,39.11,-122.89
143200,39.09,-122.9
166300,39.08,-122.92
140600,39.1,-122.94
164100,39.02,-122.99
102300,39.07,-122.91
100300,39.06,-122.91
119000,39.05,-122.92
93500,39.05,-122.91
80700,39.05,-122.92
95000,39.05,-122.91
95800,39.03,-122.91
108300,39.14,-122.7
86500,39.13,-122.87
78800,39.08,-122.86
94700,39.09,-122.83
66800,39.09,-122.79
65000,39.08,-122.8
89000,39.08,-122.79
108900,39.05,-122.78
69700,39.09,-122.53
112500,39.04,-122.69
111500,39.04,-122.73
72400,39.02,-122.69
53300,39.03,-122.66
109400,39.02,-122.66
162500,39,-122.7
134700,38.99,-122.7
75900,38.99,-122.65
77800,38.99,-122.52
109700,38.98,-122.68
60000,38.97,-122.65
64000,38.96,-122.63
58800,38.95,-122.62
57500,38.94,-122.62
71300,38.93,-122.61
62000,38.93,-122.6
69000,38.96,-122.62
60200,38.96,-122.63
63200,38.96,-122.65
58200,38.96,-122.64
68900,38.95,-122.64
77300,38.95,-122.63
49000,38.94,-122.63
81800,38.94,-122.63
55000,38.94,-122.62
114200,38.97,-122.7
200500,39.01,-122.75
96900,39.02,-122.79
97300,38.97,-122.78
93400,38.94,-122.69
55000,38.91,-122.71
136800,39.05,-122.86
88500,39,-122.85
113900,38.99,-122.83
77800,38.98,-122.83
75000,38.98,-122.84
134200,38.97,-122.92
105700,38.93,-122.89
93800,38.96,-122.83
119400,38.92,-122.77
1.00E+05,38.89,-122.83
96600,38.88,-122.72
90800,38.83,-122.74
112500,38.9,-122.48
75000,38.92,-122.59
91700,38.9,-122.6
84700,38.92,-122.62
112500,38.92,-122.65
73500,38.87,-122.64
109200,38.82,-122.5
132600,38.76,-122.51
132100,38.81,-122.55
103100,38.78,-122.59
83300,38.81,-122.66
67900,38.76,-122.68
85300,38.73,-122.62
89600,38.71,-122.64
87500,38.7,-122.52
48100,41.07,-121.11
59200,41.12,-120.96
80800,40.85,-121.07
40000,40.98,-120.38
2.00E+05,40.63,-120.35
118300,40.65,-120.77
78300,40.51,-121.02
64100,40.28,-120.96
49500,40.35,-121.03
85900,40.5,-120.67
71500,40.43,-120.57
66400,40.42,-120.66
64300,40.42,-120.65
70200,40.41,-120.66
59300,40.41,-120.64
105700,40.36,-120.71
61800,40.37,-120.58
85600,40.38,-120.42
70000,40.45,-120.36
67500,40.41,-120.51
91000,40.29,-120.54
85100,40.31,-120.49
73500,40.17,-120.37
47600,40.26,-120.2
60700,39.92,-120.09
276100,34.27,-118.27
213000,34.26,-118.28
191100,34.26,-118.29
184500,34.26,-118.3
191900,34.26,-118.3
197600,34.25,-118.28
162100,34.25,-118.28
175000,34.25,-118.29
161500,34.25,-118.29
257600,34.25,-118.27
261900,34.25,-118.27
277600,34.24,-118.27
230100,34.25,-118.27
195800,34.25,-118.27
263600,34.24,-118.28
316900,34.24,-118.28
176700,34.25,-118.3
293300,34.24,-118.33
228700,34.22,-118.35
258300,34.22,-118.35
181400,34.21,-118.35
172600,34.21,-118.35
219900,34.28,-118.31
215600,34.27,-118.31
176500,34.26,-118.3
185900,34.26,-118.3
189600,34.26,-118.31
160300,34.26,-118.31
187300,34.26,-118.31
222700,34.26,-118.32
248200,34.28,-118.35
230200,34.27,-118.33
205400,34.27,-118.35
314900,34.26,-118.34
354400,34.25,-118.35
378000,34.26,-118.36
200600,34.26,-118.3
197300,34.25,-118.3
239400,34.26,-118.31
217100,34.26,-118.31
191500,34.26,-118.32
166200,34.28,-118.39
166300,34.28,-118.38
154900,34.28,-118.4
158300,34.27,-118.38
147600,34.29,-118.41
145800,34.29,-118.41
150000,34.28,-118.42
146700,34.28,-118.41
164800,34.28,-118.4
133300,34.28,-118.42
144300,34.28,-118.42
134300,34.27,-118.42
131300,34.27,-118.42
147800,34.27,-118.42
142600,34.28,-118.43
156800,34.27,-118.43
148000,34.27,-118.43
147500,34.27,-118.42
140900,34.26,-118.43
147200,34.26,-118.43
139600,34.27,-118.44
140900,34.26,-118.43
148100,34.25,-118.42
143100,34.25,-118.43
136400,34.26,-118.42
136100,34.26,-118.41
143300,34.26,-118.42
138600,34.26,-118.42
137900,34.27,-118.41
124000,34.27,-118.42
154300,34.26,-118.4
134200,34.25,-118.4
137500,34.25,-118.41
143100,34.25,-118.41
153800,34.25,-118.41
157100,34.25,-118.41
163700,34.24,-118.42
145200,34.25,-118.42
157400,34.32,-118.43
235600,34.33,-118.43
211600,34.32,-118.44
163200,34.31,-118.42
180300,34.3,-118.42
203400,34.32,-118.41
187400,34.3,-118.41
156000,34.32,-118.42
154300,34.31,-118.44
160100,34.31,-118.44
155500,34.3,-118.44
182500,34.31,-118.45
189400,34.32,-118.45
194100,34.32,-118.46
173100,34.31,-118.45
158500,34.3,-118.46
218200,34.31,-118.46
325200,34.32,-118.47
270100,34.33,-118.48
172400,34.31,-118.48
192200,34.3,-118.47
183300,34.29,-118.46
190000,34.29,-118.47
431800,34.29,-118.49
319400,34.28,-118.49
285500,34.28,-118.49
356300,34.31,-118.49
374000,34.32,-118.52
344000,34.3,-118.51
301700,34.28,-118.51
319300,34.29,-118.51
474600,34.29,-118.52
450700,34.3,-118.52
152100,34.3,-118.45
160200,34.3,-118.45
377200,34.28,-118.54
428600,34.28,-118.55
500001,34.28,-118.54
376200,34.3,-118.54
341200,34.29,-118.57
152000,34.28,-118.45
217600,34.28,-118.46
222900,34.27,-118.47
227100,34.28,-118.48
226700,34.28,-118.48
192400,34.27,-118.47
220600,34.27,-118.47
223700,34.27,-118.48
216800,34.27,-118.48
185800,34.27,-118.45
195900,34.27,-118.45
179700,34.27,-118.46
172300,34.27,-118.46
158100,34.27,-118.44
142400,34.27,-118.44
195600,34.26,-118.45
204600,34.25,-118.45
209600,34.26,-118.45
210300,34.26,-118.46
217100,34.26,-118.46
224200,34.25,-118.46
208600,34.25,-118.46
199200,34.26,-118.47
218400,34.26,-118.47
238000,34.26,-118.48
239900,34.26,-118.49
195700,34.25,-118.47
195300,34.25,-118.48
216900,34.25,-118.48
223300,34.25,-118.48
232900,34.25,-118.49
225900,34.27,-118.49
236200,34.27,-118.49
221600,34.27,-118.5
243800,34.28,-118.51
379600,34.28,-118.52
222500,34.27,-118.51
252100,34.27,-118.51
271200,34.27,-118.52
329200,34.27,-118.53
308400,34.26,-118.53
311800,34.26,-118.54
348200,34.27,-118.54
320500,34.27,-118.53
500001,34.26,-118.54
445400,34.26,-118.55
352800,34.27,-118.55
237300,34.26,-118.5
254200,34.26,-118.52
332500,34.26,-118.51
290900,34.25,-118.52
261300,34.26,-118.49
258000,34.25,-118.49
500001,34.27,-118.57
357100,34.26,-118.59
375900,34.24,-118.61
277200,34.24,-118.63
262100,34.26,-118.62
271500,34.26,-118.6
276600,34.25,-118.61
277600,34.22,-118.63
333700,34.22,-118.64
350000,34.23,-118.66
327300,34.23,-118.61
333700,34.22,-118.61
230300,34.23,-118.6
254500,34.23,-118.59
500001,34.25,-118.56
500001,34.24,-118.56
273100,34.25,-118.57
236900,34.24,-118.58
193300,34.25,-118.59
419900,34.25,-118.57
280800,34.25,-118.58
248400,34.23,-118.56
221800,34.23,-118.56
221900,34.23,-118.57
230200,34.23,-118.58
168800,34.23,-118.59
234900,34.23,-118.58
230400,34.22,-118.58
229000,34.22,-118.59
500001,34.25,-118.51
483500,34.24,-118.51
477200,34.23,-118.51
418500,34.24,-118.52
472200,34.23,-118.52
323100,34.25,-118.53
264000,34.24,-118.54
275300,34.24,-118.53
232900,34.23,-118.54
230400,34.23,-118.53
322200,34.25,-118.54
407500,34.24,-118.55
245100,34.23,-118.55
454400,34.23,-118.51
318100,34.22,-118.52
240000,34.23,-118.53
211600,34.22,-118.54
241400,34.23,-118.54
212300,34.25,-118.45
170700,34.24,-118.46
238900,34.25,-118.47
255400,34.24,-118.47
267600,34.24,-118.48
253900,34.25,-118.49
244200,34.24,-118.49
262300,34.24,-118.49
241100,34.25,-118.5
257300,34.25,-118.5
315300,34.24,-118.5
319000,34.23,-118.5
242300,34.23,-118.49
238200,34.22,-118.49
160000,34.23,-118.47
258600,34.23,-118.48
273100,34.23,-118.48
239900,34.23,-118.48
169400,34.23,-118.46
154600,34.23,-118.46
151900,34.25,-118.43
183800,34.24,-118.42
171400,34.24,-118.43
177200,34.24,-118.42
179200,34.23,-118.41
175900,34.24,-118.41
165100,34.26,-118.44
153900,34.26,-118.44
159300,34.25,-118.43
174300,34.26,-118.44
176000,34.25,-118.44
162500,34.25,-118.45
136500,34.24,-118.45
157600,34.23,-118.45
205900,34.24,-118.45
173700,34.25,-118.44
178700,34.24,-118.43
182500,34.24,-118.43
184000,34.24,-118.44
178200,34.24,-118.44
186700,34.23,-118.42
233000,34.22,-118.42
181500,34.23,-118.43
183800,34.24,-118.43
189000,34.23,-118.42
176500,34.23,-118.43
173700,34.23,-118.43
172700,34.24,-118.43
183100,34.23,-118.44
184600,34.22,-118.43
183800,34.22,-118.44
178200,34.22,-118.44
181800,34.23,-118.44
170700,34.22,-118.46
168200,34.22,-118.46
184400,34.22,-118.46
183000,34.22,-118.45
183700,34.23,-118.45
185700,34.22,-118.45
145400,34.23,-118.46
178800,34.22,-118.44
185100,34.21,-118.44
168600,34.21,-118.44
168600,34.22,-118.44
233700,34.22,-118.43
175500,34.21,-118.43
187300,34.22,-118.43
186300,34.22,-118.4
191500,34.21,-118.4
193200,34.21,-118.41
181300,34.21,-118.4
183800,34.22,-118.4
190000,34.23,-118.4
231500,34.25,-118.38
229200,34.24,-118.37
164600,34.23,-118.37
151500,34.22,-118.37
158300,34.24,-118.38
179500,34.24,-118.4
181900,34.23,-118.39
161600,34.23,-118.39
172700,34.23,-118.4
210500,34.21,-118.41
239900,34.21,-118.41
165200,34.22,-118.39
186800,34.22,-118.39
178500,34.21,-118.39
172400,34.21,-118.39
177700,34.22,-118.38
170600,34.21,-118.38
179100,34.21,-118.38
198600,34.22,-118.42
237400,34.21,-118.42
187500,34.2,-118.42
207300,34.23,-118.42
176400,34.21,-118.37
176600,34.21,-118.37
175700,34.21,-118.37
174100,34.22,-118.37
150000,34.22,-118.38
183200,34.23,-118.36
160300,34.22,-118.36
154300,34.22,-118.35
152900,34.21,-118.36
169500,34.21,-118.38
181700,34.2,-118.38
177200,34.2,-118.39
159600,34.21,-118.37
171800,34.2,-118.37
171200,34.21,-118.38
170400,34.2,-118.37
176400,34.19,-118.36
188700,34.18,-118.36
194900,34.18,-118.36
198900,34.18,-118.37
185100,34.19,-118.37
192000,34.19,-118.39
162500,34.19,-118.39
181300,34.2,-118.39
171600,34.19,-118.37
176300,34.19,-118.38
187500,34.2,-118.38
211900,34.2,-118.4
181300,34.19,-118.4
226400,34.2,-118.4
191300,34.19,-118.4
2.00E+05,34.19,-118.41
217200,34.2,-118.41
221500,34.2,-118.42
193800,34.19,-118.41
222500,34.19,-118.42
231700,34.2,-118.42
290100,34.2,-118.43
269700,34.19,-118.42
230800,34.19,-118.42
225600,34.18,-118.42
335500,34.18,-118.42
202200,34.18,-118.42
267500,34.18,-118.43
282200,34.18,-118.43
382400,34.18,-118.42
190700,34.19,-118.41
237900,34.18,-118.41
262200,34.18,-118.41
224600,34.19,-118.41
216700,34.19,-118.4
261800,34.19,-118.4
312700,34.18,-118.4
286000,34.17,-118.4
204200,34.19,-118.39
240200,34.18,-118.39
241500,34.17,-118.39
223800,34.18,-118.39
192900,34.19,-118.39
364700,34.16,-118.4
384700,34.16,-118.4
364700,34.16,-118.4
465800,34.16,-118.41
330900,34.17,-118.41
181500,34.19,-118.38
190800,34.18,-118.38
165300,34.18,-118.38
2.00E+05,34.18,-118.38
238500,34.17,-118.38
222400,34.17,-118.39
190200,34.18,-118.37
178400,34.18,-118.37
186400,34.18,-118.38
177400,34.19,-118.38
177300,34.18,-118.37
174200,34.18,-118.38
2.00E+05,34.18,-118.36
199500,34.17,-118.36
191800,34.17,-118.37
276100,34.18,-118.41
366100,34.17,-118.41
291700,34.18,-118.41
292900,34.17,-118.43
341800,34.17,-118.43
336900,34.17,-118.43
353600,34.16,-118.43
343400,34.16,-118.43
333900,34.16,-118.43
365000,34.15,-118.42
359700,34.17,-118.42
367900,34.16,-118.42
275000,34.16,-118.41
386100,34.16,-118.42
269200,34.17,-118.4
221500,34.17,-118.4
283600,34.17,-118.39
265200,34.17,-118.39
414300,34.16,-118.39
444700,34.16,-118.39
192300,34.17,-118.38
309400,34.16,-118.38
319400,34.16,-118.38
194100,34.17,-118.36
185400,34.17,-118.37
184400,34.17,-118.37
221400,34.17,-118.37
325000,34.17,-118.37
250000,34.16,-118.37
225000,34.16,-118.37
262500,34.16,-118.37
282300,34.16,-118.37
274300,34.16,-118.36
325000,34.16,-118.36
232400,34.16,-118.37
209400,34.16,-118.37
322900,34.16,-118.36
417900,34.16,-118.36
500001,34.15,-118.35
140500,34.2,-118.43
226500,34.21,-118.43
241300,34.2,-118.44
221200,34.21,-118.44
195600,34.21,-118.45
202100,34.2,-118.45
202700,34.2,-118.46
186900,34.21,-118.46
220000,34.21,-118.47
229100,34.2,-118.47
197400,34.21,-118.48
189900,34.2,-118.48
93800,34.22,-118.48
225000,34.21,-118.49
202000,34.19,-118.49
215800,34.2,-118.49
217700,34.2,-118.5
255400,34.2,-118.48
191700,34.2,-118.48
221100,34.19,-118.48
210400,34.19,-118.48
281700,34.2,-118.47
292900,34.19,-118.47
190500,34.2,-118.45
230800,34.2,-118.45
205600,34.2,-118.46
192200,34.19,-118.45
233500,34.19,-118.46
256300,34.19,-118.46
238100,34.2,-118.43
234900,34.2,-118.44
225600,34.2,-118.44
232500,34.2,-118.44
245500,34.19,-118.43
243600,34.19,-118.44
215500,34.19,-118.44
199100,34.19,-118.44
271100,34.18,-118.43
221000,34.18,-118.44
178100,34.19,-118.44
154200,34.18,-118.44
181300,34.19,-118.45
158300,34.18,-118.45
174200,34.18,-118.46
225000,34.19,-118.47
228800,34.18,-118.45
246400,34.18,-118.45
251400,34.18,-118.46
253200,34.18,-118.46
215000,34.18,-118.44
286700,34.17,-118.44
225000,34.18,-118.45
210000,34.18,-118.43
286100,34.18,-118.44
266000,34.17,-118.43
353100,34.17,-118.43
500001,34.17,-118.43
279400,34.17,-118.44
379700,34.16,-118.43
328500,34.16,-118.44
337500,34.16,-118.44
272600,34.16,-118.45
277300,34.17,-118.45
261300,34.17,-118.45
309300,34.17,-118.46
273700,34.17,-118.46
314800,34.16,-118.45
280400,34.16,-118.46
299100,34.16,-118.46
227100,34.21,-118.54
199200,34.21,-118.54
224100,34.22,-118.54
201600,34.2,-118.54
203700,34.19,-118.54
222100,34.22,-118.51
236100,34.21,-118.5
215900,34.21,-118.5
209200,34.22,-118.51
223600,34.21,-118.51
213200,34.22,-118.51
195400,34.22,-118.52
203300,34.22,-118.52
206700,34.21,-118.52
211000,34.21,-118.52
199800,34.22,-118.53
213200,34.21,-118.53
246400,34.21,-118.55
205100,34.22,-118.56
196800,34.21,-118.56
197000,34.22,-118.56
208700,34.21,-118.55
189800,34.21,-118.56
199800,34.2,-118.52
205300,34.2,-118.53
200300,34.21,-118.5
209000,34.2,-118.51
188400,34.2,-118.51
193700,34.21,-118.52
203800,34.2,-118.5
262500,34.2,-118.51
227500,34.2,-118.51
229200,34.19,-118.51
221100,34.19,-118.51
229100,34.2,-118.5
228300,34.19,-118.5
224700,34.19,-118.5
195000,34.2,-118.52
207200,34.2,-118.52
191100,34.2,-118.53
179800,34.2,-118.55
170600,34.19,-118.55
211800,34.2,-118.55
203900,34.19,-118.52
206900,34.19,-118.52
212100,34.19,-118.52
192300,34.19,-118.53
245400,34.18,-118.52
240300,34.18,-118.53
190900,34.2,-118.56
196700,34.2,-118.56
201400,34.19,-118.56
183600,34.19,-118.56
235100,34.19,-118.56
251000,34.18,-118.56
239200,34.19,-118.54
240300,34.18,-118.54
222500,34.19,-118.55
223800,34.19,-118.55
217700,34.21,-118.58
178800,34.21,-118.59
201900,34.2,-118.59
220900,34.2,-118.58
258400,34.22,-118.57
270500,34.21,-118.57
255200,34.22,-118.57
299300,34.21,-118.58
228200,34.22,-118.58
250900,34.21,-118.58
227700,34.21,-118.59
225400,34.21,-118.59
227500,34.21,-118.6
251500,34.21,-118.61
241300,34.22,-118.62
258600,34.21,-118.62
232900,34.22,-118.62
180500,34.21,-118.61
160900,34.2,-118.61
227100,34.21,-118.61
235800,34.2,-118.62
244800,34.21,-118.63
390000,34.22,-118.64
500001,34.21,-118.65
338400,34.2,-118.65
234900,34.2,-118.62
336100,34.2,-118.63
183500,34.21,-118.59
179800,34.2,-118.59
150000,34.2,-118.6
182300,34.21,-118.6
221000,34.2,-118.56
190400,34.21,-118.57
208000,34.2,-118.57
223700,34.2,-118.58
215600,34.19,-118.56
201500,34.2,-118.57
209200,34.2,-118.57
220200,34.2,-118.58
221300,34.2,-118.58
266700,34.19,-118.56
224900,34.19,-118.58
222800,34.19,-118.58
187500,34.19,-118.58
340500,34.18,-118.58
244800,34.2,-118.62
333100,34.18,-118.62
267400,34.19,-118.62
245800,34.2,-118.61
246400,34.19,-118.61
210100,34.19,-118.61
213900,34.19,-118.6
259600,34.19,-118.63
433000,34.18,-118.63
245600,34.19,-118.64
248400,34.19,-118.64
263400,34.18,-118.64
247300,34.19,-118.64
240300,34.18,-118.65
243000,34.19,-118.65
374900,34.19,-118.66
338200,34.17,-118.63
409000,34.17,-118.64
439800,34.18,-118.57
327300,34.17,-118.57
334900,34.17,-118.58
271300,34.18,-118.59
328900,34.17,-118.61
262800,34.17,-118.62
308300,34.17,-118.62
389700,34.18,-118.63
367600,34.18,-118.65
419000,34.18,-118.66
278500,34.17,-118.61
319100,34.15,-118.61
367400,34.16,-118.61
347700,34.16,-118.63
392700,34.16,-118.63
409900,34.15,-118.62
500001,34.17,-118.57
500001,34.17,-118.58
296000,34.17,-118.59
313100,34.16,-118.6
338500,34.16,-118.6
500001,34.15,-118.57
450700,34.15,-118.58
369700,34.15,-118.59
361900,34.15,-118.6
483100,34.14,-118.59
311700,34.18,-118.49
295300,34.18,-118.51
219000,34.17,-118.51
213100,34.18,-118.52
216000,34.18,-118.52
221800,34.18,-118.52
243800,34.17,-118.53
315900,34.17,-118.54
311000,34.18,-118.55
457300,34.18,-118.56
174500,34.18,-118.54
189300,34.18,-118.53
443600,34.17,-118.54
425000,34.17,-118.54
500001,34.17,-118.55
500001,34.17,-118.56
259600,34.17,-118.52
335400,34.16,-118.52
290600,34.16,-118.53
500001,34.16,-118.51
500001,34.16,-118.48
500001,34.16,-118.49
424000,34.16,-118.5
500001,34.15,-118.5
303600,34.17,-118.5
500001,34.15,-118.49
500001,34.14,-118.49
500001,34.13,-118.49
500001,34.14,-118.51
500001,34.14,-118.53
500001,34.15,-118.54
500001,34.14,-118.56
295800,34.15,-118.43
467600,34.15,-118.43
447400,34.15,-118.43
360600,34.15,-118.43
382500,34.15,-118.44
500001,34.15,-118.44
359100,34.15,-118.44
301700,34.15,-118.44
304500,34.15,-118.44
318300,34.16,-118.45
332600,34.15,-118.45
478400,34.15,-118.45
265400,34.16,-118.46
334900,34.16,-118.46
457300,34.15,-118.47
392500,34.16,-118.47
500001,34.15,-118.47
495500,34.15,-118.48
500001,34.16,-118.48
500001,34.14,-118.48
500001,34.14,-118.46
500001,34.14,-118.47
500001,34.14,-118.47
500001,34.14,-118.43
500001,34.13,-118.43
490800,34.14,-118.45
500001,34.15,-118.35
500001,34.15,-118.36
366100,34.15,-118.36
263100,34.15,-118.37
376100,34.15,-118.37
320600,34.16,-118.38
365900,34.15,-118.38
394400,34.15,-118.39
425000,34.15,-118.39
256300,34.16,-118.39
369100,34.15,-118.4
425900,34.15,-118.41
371400,34.15,-118.42
372300,34.15,-118.42
355900,34.15,-118.42
341700,34.16,-118.42
375000,34.16,-118.42
380400,34.15,-118.4
374500,34.15,-118.4
364700,34.15,-118.41
424000,34.15,-118.41
295200,34.14,-118.36
197900,34.14,-118.37
367700,34.14,-118.37
386700,34.14,-118.38
309200,34.14,-118.39
373500,34.15,-118.39
385900,34.13,-118.35
409600,34.12,-118.34
495600,34.13,-118.36
396400,34.14,-118.37
500001,34.13,-118.37
500001,34.14,-118.39
483800,34.14,-118.38
500001,34.13,-118.4
399300,34.14,-118.4
360700,34.14,-118.4
497600,34.14,-118.41
500001,34.14,-118.42
500001,34.13,-118.42
274600,34.14,-118.22
247700,34.14,-118.22
293900,34.14,-118.2
257900,34.14,-118.19
291500,34.14,-118.19
175000,34.14,-118.23
258100,34.14,-118.22
272400,34.13,-118.22
204200,34.14,-118.2
186500,34.14,-118.21
189800,34.14,-118.21
217000,34.14,-118.2
209200,34.14,-118.19
180400,34.13,-118.19
193600,34.13,-118.2
214200,34.13,-118.21
173800,34.13,-118.22
178100,34.13,-118.22
182100,34.13,-118.18
165100,34.12,-118.18
167900,34.12,-118.18
169200,34.12,-118.17
173400,34.12,-118.18
232000,34.12,-118.17
198000,34.13,-118.19
162500,34.12,-118.19
146400,34.12,-118.19
170600,34.12,-118.19
172100,34.12,-118.19
196400,34.13,-118.2
173600,34.13,-118.2
167600,34.12,-118.2
162000,34.12,-118.2
173900,34.12,-118.21
175800,34.12,-118.21
190000,34.12,-118.21
171300,34.11,-118.2
162900,34.11,-118.2
156400,34.11,-118.2
155600,34.12,-118.2
176900,34.12,-118.19
150000,34.11,-118.19
167700,34.12,-118.19
183800,34.11,-118.18
152200,34.11,-118.18
169300,34.11,-118.19
143800,34.11,-118.19
153900,34.1,-118.19
185700,34.11,-118.2
166300,34.11,-118.2
154500,34.1,-118.2
228200,34.11,-118.21
218300,34.1,-118.21
186800,34.1,-118.21
252100,34.1,-118.22
143800,34.1,-118.23
152900,34.1,-118.23
241700,34.1,-118.21
148200,34.09,-118.21
196600,34.1,-118.22
157000,34.1,-118.23
149700,34.09,-118.22
138900,34.09,-118.22
165000,34.09,-118.22
181300,34.09,-118.23
244400,34.13,-118.23
212500,34.13,-118.23
205800,34.13,-118.22
185800,34.13,-118.23
214800,34.13,-118.23
244500,34.13,-118.23
185400,34.12,-118.22
170500,34.12,-118.21
220900,34.11,-118.22
240800,34.12,-118.22
183800,34.12,-118.23
